tconst	parentTconst	seasonNumber	episodeNumber
tt0203697	tt0046593	7	6
tt0203864	tt0497066	\N	\N
tt0203976	tt0806910	1	421
tt0204077	tt0112239	7	2
tt0204277	tt0497066	\N	\N
tt0204282	tt0047745	3	20
tt0204286	tt0450527	\N	\N
tt0204316	tt0202179	17	2
tt0204329	tt0166458	10	7
tt0204337	tt3805856	\N	\N
tt0204374	tt1012950	5	2
tt0204491	tt0164295	1	6
tt0204557	tt0806901	6	7
tt0204558	tt0806901	16	5
tt0204633	tt0174431	2	5
tt0204672	tt0806910	1	415
tt0204673	tt0806910	1	417
tt0204791	tt0159876	\N	\N
tt0204802	tt0159876	\N	\N
tt0204892	tt0159876	\N	\N
tt0204917	tt0176357	4	12
tt0204937	tt0768816	\N	\N
tt0204987	tt0147760	4	2
tt0204988	tt0147760	4	3
tt0204990	tt0122339	5	10
tt0205243	tt1458516	\N	\N
tt0205260	tt0078657	8	11
tt0205323	tt0806901	16	3
tt0205432	tt0216507	1	2
tt0205447	tt0806910	1	416
tt0205455	tt0338665	\N	\N
tt0205456	tt0338665	\N	\N
tt0205468	tt0273026	17	3
tt0205483	tt0159876	27	16
tt0205504	tt0860267	1	5
tt0205753	tt2286153	1	3
tt0205767	tt0121949	\N	\N
tt0205784	tt0050013	1	5
tt0205788	tt0159876	\N	\N
tt0205789	tt0050013	2	8
tt0205794	tt0446859	1	3
tt0205808	tt0439384	4	24
tt0205812	tt0446859	1	12
tt0205814	tt0046593	8	4
tt0205853	tt0147760	4	4
tt0205934	tt0046593	8	10
tt0205982	tt0472249	2	2
tt0205996	tt2329424	1	12
tt0206042	tt0457259	\N	\N
tt0206043	tt0472249	1	1
tt0206073	tt0096732	1	1
tt0206157	tt0044284	1	2
tt0206213	tt0806901	19	4
tt0206214	tt0806901	16	6
tt0206215	tt0806901	28	5
tt0206318	tt0159876	27	5
tt0206332	tt0806910	1	314
tt0206404	tt0202179	15	2
tt0206455	tt0297626	10	9
tt0206463	tt0112239	7	3
tt0206590	tt0075471	3	1
tt0206601	tt1415092	3	6
tt0206651	tt0159876	19	2
